,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
144,2428.0,84.0,50.3,50.5,46.9,51.0,2016-01-11,2016-02-03,0.3976143141153132,6.759443339960236,0.0,1.3916500994035843
145,1451.0,82.0,21.1,22.05,20.6,22.05,2016-01-11,2016-02-03,4.502369668246442,2.3696682464454977,0.7109004739336425,4.502369668246442
146,2355.0,81.0,50.0,53.6,48.8,53.6,2016-01-11,2016-02-03,7.200000000000006,2.4000000000000057,0.0,7.200000000000002
147,5425.0,80.0,32.65,33.4,30.0,33.4,2016-01-11,2016-02-03,2.297090352220521,8.116385911179169,0.0,2.2970903522205206
148,5315.0,80.0,21.2,23.25,20.95,23.9,2016-01-11,2016-02-03,9.669811320754729,1.179245283018868,1.179245283018868,12.73584905660377
149,3029.0,80.0,16.65,17.05,15.5,17.6,2016-01-11,2016-02-03,2.402402402402415,6.906906906906898,0.0,5.705705705705723
150,2605.0,87.0,19.05,21.4,19.05,22.4,2016-02-15,2016-03-11,12.335958005249337,0.0,1.574803149606303,17.58530183727033
151,9924.0,85.0,45.15,45.65,44.25,47.9,2016-02-15,2016-03-11,1.107419712070867,1.993355481727572,0.8859357696566967,6.090808416389812
152,2377.0,84.0,41.4,43.75,41.4,45.4,2016-02-15,2016-03-11,5.676328502415462,0.0,0.0,9.66183574879227
153,2428.0,84.0,50.5,56.2,50.5,57.2,2016-02-15,2016-03-11,11.287128712871295,0.0,4.75247524752475,13.267326732673274
154,8049.0,83.0,11.7,15.4,11.7,15.7,2016-02-15,2016-03-11,31.623931623931647,0.0,0.0,34.18803418803419
155,8105.0,83.0,19.65,18.5,18.5,20.6,2016-02-15,2016-03-11,-5.852417302798973,5.852417302798975,4.834605597964392,4.834605597964392
156,8039.0,82.0,37.1,37.65,37.1,39.55,2016-02-15,2016-03-11,1.482479784366575,0.0,0.539083557951471,6.60377358490565
157,4952.0,82.0,37.95,41.3,37.95,41.3,2016-02-15,2016-03-11,8.827404479578371,0.0,0.0,8.827404479578377
158,2492.0,81.0,19.2,27.5,19.1,27.5,2016-02-15,2016-03-11,43.22916666666667,0.5208333333333223,1.5625000000000038,43.22916666666667
159,2355.0,80.0,54.8,59.7,53.8,60.8,2016-02-15,2016-03-11,8.941605839416077,1.8248175182481756,0.0,10.948905109489052
160,3501.0,83.0,53.3,52.8,51.5,54.6,2016-03-11,2016-04-01,-0.9380863039399668,3.37711069418386,2.4390243902439104,2.4390243902439104
161,9924.0,81.0,45.65,44.7,44.0,45.65,2016-03-11,2016-04-01,-2.0810514786418266,3.614457831325298,0.0,0.0
162,5434.0,79.0,59.7,59.6,59.3,60.7,2016-03-11,2016-04-01,-0.1675041876046945,0.67001675041877,0.5025125628140656,1.675041876046901
163,2377.0,79.0,43.75,49.2,41.75,49.55,2016-03-11,2016-04-01,12.457142857142856,4.571428571428571,2.399999999999993,13.257142857142853
164,8039.0,79.0,37.65,36.2,36.2,38.25,2016-03-11,2016-04-01,-3.851261620185909,3.851261620185912,1.5936254980079718,1.5936254980079718
165,2428.0,79.0,56.2,54.5,51.8,56.2,2016-03-11,2016-04-01,-3.0249110320284767,7.829181494661931,0.0,0.0
166,3029.0,79.0,19.1,17.9,17.75,19.1,2016-03-11,2016-04-01,-6.282722513089023,7.0680628272251385,0.0,0.0
167,8105.0,78.0,18.5,21.45,17.3,22.6,2016-03-11,2016-04-01,15.94594594594594,6.486486486486482,0.0,22.16216216216217
168,2328.0,78.0,13.4,13.15,13.1,14.3,2016-03-11,2016-04-01,-1.8656716417910448,2.238805970149259,0.7462686567164152,6.716417910447764
169,9945.0,78.0,47.2,39.8,39.8,47.2,2016-03-11,2016-04-01,-15.67796610169493,15.677966101694926,0.0,0.0
